1.873731766697703804e+00;-1.738705490828500455e+00;-4.358777658288737200e-02;-3.068585781230620313e+00;-3.207769544056179534e+00;6.977773921578034333e-01;-4.100902412300879263e+00;4.260021929133877450e+00;4.738275826066931984e+00;-3.639560663049492550e+00
-3.257698182275581278e+00;1.513690931078865987e-01;-2.273912758527321110e+00;-2.393001224146699357e+00;1.804696252845474191e+00;2.744354091822226671e+00;-9.614322151506815572e-02;-2.426109834573476398e+00;4.002123788501169344e+00;2.023813869849503178e+00
1.666956898269178922e+00;1.301776451989881345e+00;3.889641690365795768e+00;-3.202314736315623467e+00;1.026035061150482264e+00;6.736769332662095877e-02;-1.979324995566500434e-02;-3.763394768179014527e+00;-3.237310124243897302e+00;4.363539810857099965e-01
-2.365890645090884536e+00;4.461094403270244868e+00;-3.035112801427043649e+00;5.232850711301963997e-01;-7.948198423822745440e-01;6.121565338531889111e-01;-1.855766858521175067e-01;-2.444266544085508031e+00;4.488734393310215509e+00;-3.754976325771768320e+00
-3.962762520219499152e+00;4.498772311181108208e+00;-7.384694035470920070e-01;-5.686035048822413174e-01;-2.666643079915580472e+00;2.168397244688424763e-01;-2.724027606131117274e+00;4.495903926185452093e+00;-4.001161650045553131e+00;-1.430664843330365699e+00
1.043170189787767654e-01;3.672415102295422784e+00;-4.648057949921367005e+00;5.801874202326819940e-01;-3.694911313988123780e+00;-4.057476567337881868e+00;4.420424670936217382e+00;-4.709696124724275457e+00;-2.356904649513825944e+00;4.389155813169285381e+00
-1.251001521606747158e+00;-1.320984791803519798e+00;-1.906776435284819549e+00;-2.488369118257548251e+00;-3.109885302557425568e+00;-2.600965531758956395e+00;-4.679180271420431581e+00;-1.460113865605503491e+00;-4.507631575973887195e+00;1.178628072319487075e+00
2.958950318660116707e+00;-3.441145604709477723e+00;3.034118022470481790e+00;-4.468557977912865020e+00;-7.411514760609652086e-01;3.440489286026068072e+00;2.042818891361305234e+00;-1.027562496853431373e+00;2.119251893856898050e+00;-4.116438704151986983e+00
-3.099767130383845881e+00;2.590876618695311606e+00;-1.835698927890909715e-01;-1.730899244424470851e+00;-4.137286634936288898e+00;-1.107440010418906162e+00;-1.919373188449824408e+00;-3.666323221196764237e+00;1.569167672716842432e-01;-3.501992797511603861e+00
3.894597221061864900e+00;4.948800081248416305e+00;-3.450966079875001036e+00;-3.675480489206480961e+00;-1.707757814860046963e-01;4.787176768129956628e+00;-5.356036751533430618e-01;-9.375939969966928800e-01;4.552930413961993494e+00;-4.631287337031437801e-01
2.981351775679403460e+00;-6.367712449763374138e-01;2.007443578128206063e+00;4.197622964707360183e+00;1.490274081267211947e+00;4.703784596746277913e+00;2.335410693467051324e+00;-4.368368303037176048e+00;-4.605788100319061940e+00;-3.560702692132106328e+00
-3.565859024439363090e+00;-4.721387685602131512e+00;-1.255413928575356053e+00;4.926874521704734278e+00;8.376824054843288181e-01;2.394381644289800271e+00;-4.731252810346848747e-01;-3.237113043631146603e+00;-1.487962320236158931e+00;-2.768369679311165399e+00
5.189265430041594129e-01;-3.277950875021895527e-01;3.531945466558303437e+00;-2.884191594683962467e+00;7.300877759403912037e-01;-4.791879593407712967e+00;2.987987813010445137e+00;5.991526458949252287e-01;-4.360082659635339475e+00;3.157405526247888616e+00
-4.377640556332789146e+00;-6.919768250953133304e-01;3.657626421908329206e+00;-4.415319398982032517e+00;-2.463303199212020012e+00;-1.918791017239604990e+00;5.178074499451676971e-01;-9.287878796843607176e-02;3.448701786907214739e+00;3.965843760058522349e+00
-1.511468610510628974e+00;3.999945192319547260e+00;-1.073256585375361727e+00;2.798534240605992096e+00;8.425072401742301764e-01;3.137966709145517896e+00;1.084577502690891038e+00;2.966762691888980008e+00;8.068155326281543083e-01;-3.827562216704264664e+00
2.888543727572504771e+00;1.929721067274914326e+00;2.767714739746937269e+00;-4.035078298385011308e+00;1.897361020643559826e+00;2.751049458655456803e+00;-1.302436784344179976e+00;4.524710153716160477e+00;1.775243426528304802e+00;-4.407338260425920140e+00
1.679676544279582018e+00;-4.855850468685121157e+00;-3.341937648439006203e+00;-1.131828302365578409e+00;-1.700147627018765206e+00;2.211288241980119196e+00;-1.994817466237051029e+00;2.787508419475930310e+00;-2.252588401546602448e+00;5.138689189034391092e-01
1.338038668506753126e+00;4.379717907948727174e+00;-4.714578311351424134e+00;-1.901638986577381729e+00;-2.970029344448073871e+00;1.919627323418343856e+00;-3.019869833066568532e-01;3.706181393385197254e-01;-4.200658237432409514e+00;6.272003317366081632e-01
-1.989892229696374137e+00;2.740004400731107737e+00;-1.369982932681195198e+00;-4.630588753023262782e+00;-4.354328268444723982e+00;-1.936026963916492871e+00;-1.729392261152299604e+00;1.836448108409810764e+00;-2.068423212784021636e+00;2.679078221259710624e+00
5.391933293437700669e-01;-1.954155190621065241e+00;-2.438421771322777154e+00;-1.764535721149398384e+00;-1.895000394401669119e+00;9.006673569439103133e-01;2.840724653026226676e+00;-2.772185074814935923e+00;2.844522390189677452e+00;-4.634925410399910461e+00
